plant_id,volume,species_raw,species_current,genus,epithet,group,family,dutch_name,kb_link,multi_species,all_species
KW_T_423_14_0062L,14,Primula acaulis,Primula vulgaris,Primula,vulgaris,Fungi,Geastraceae,Gekraagde aardster,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/71/zoom/3/lat/-73.75120539084016/lng/30.673828125,False,Primula vulgaris
KW_T_423_14_0064L,14,Salix repens,Salix repens,Salix,repens,Flowering plants,Orobanchaceae,Klavervreter,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/72/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Salix repens
KW_T_423_14_0066L,14,Hypnum lutescens,Homalothecium lutescens,Homalothecium,lutescens,Mosses,Buxbaumiaceae,Kaboutermos,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/73/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Homalothecium lutescens
KW_T_423_14_0068L,14,Agaricus sulfureus,Tricholoma sulphureum,Tricholoma,sulphureum,Flowering plants,Cyperaceae,Moeraszegge,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/74/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Tricholoma sulphureum
KW_T_423_14_0070L,14,Salix stipularis,Salix x smithiana,Salix,x smithiana,Flowering plants,Cyperaceae,Zegge spec.,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/75/zoom/3/lat/-70.34831755984779/lng/-47.02148437499999,False,Salix x smithiana
KW_T_423_14_0072L,14,Salix acuminata,Salix spec.,Salix,spec.,Fungi,Gloeophyllaceae,Schubbige taaiplaat,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/76/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Salix spec.
KW_T_423_14_0074L,14,Salix cinerea,Salix cinerea,Salix,cinerea,Mosses,Pottiaceae,Boomsterretje,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/77/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Salix cinerea
KW_T_423_14_0076L,14,Cyphella ampla,Schizophyllum amplum,Schizophyllum,amplum,Mosses,Pottiaceae,Gewoon muursterretje,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/77/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Schizophyllum amplum
KW_T_423_14_0078L,14,Bulgaria sarcoides,Ascocoryne sarcoides s.l.,Ascocoryne,sarcoides s.l.,Flowering plants,Asteraceae,Viltig kruiskruid,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/78/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Ascocoryne sarcoides s.l.
KW_T_423_14_0080L,14,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium,uliginosum,Flowering plants,Cyperaceae,Zwarte zegge,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/79/zoom/3/lat/-70.34831755984779/lng/-47.02148437499999,False,Vaccinium uliginosum
KW_T_423_14_0082L,14,Claytonia perfoliata,Claytonia perfoliata,Claytonia,perfoliata,Flowering plants,Apiaceae,Grote bevernel,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/80/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Claytonia perfoliata
KW_T_423_14_0084L,14,Rumex maximus,Rumex patientia,Rumex,patientia,Ferns,Cystopteridaceae,Gebogen driehoeksvaren,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/81/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Rumex patientia
KW_T_423_14_0086L,14,Cinclidium stygium,Cinclidium stygium,Cinclidium,stygium,Flowering plants,Crassulaceae,Mosbloempje,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/82/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Cinclidium stygium
KW_T_423_14_0088L,14,Podisoma fuscum / Podisoma clavariaeforme (P. gymnosporangium),Coniferssporangium sabinae / Coniferssporangium clavariiforme,Coniferssporangium,sabinae / clavariiforme,Flowering plants,Ranunculaceae / Asteraceae,Kleine ruit / Waterkruiskruid,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/83/zoom/3/lat/-66.5482634621744/lng/-29.091796875,True,Coniferssporangium sabinae / Coniferssporangium clavariiforme
KW_T_423_14_0090L,14,Lepidium draba,Lepidium draba,Lepidium,draba,Flowering plants,Amaranthaceae,Breed vlieszaad,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/85/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Lepidium draba
KW_T_423_14_0091L,14,Sanicula europaea,Sanicula europaea,Sanicula,europaea,Flowering plants,Apiaceae,Kleine bevernel,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/86/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Sanicula europaea
KW_T_423_14_0093L,14,Euphorbia paralias,Euphorbia paralias,Euphorbia,paralias,Flowering plants,Ericaceae,Stofzaad,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/87/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Euphorbia paralias
KW_T_423_14_0095L,14,Anthoxanthum puelii,Anthoxanthum aristatum,Anthoxanthum,aristatum,Flowering plants,Asteraceae,Klein streepzaad,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/88/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Anthoxanthum aristatum
KW_T_423_14_0097L,14,Agaricus confluens,Coniferspus confluens,Coniferspus,confluens,Flowering plants,Cyperaceae,Valse voszegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/9/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Coniferspus confluens
KW_T_423_14_0099L,14,Hypericum elodes,Hypericum elodes,Hypericum,elodes,Flowering plants,Cyperaceae,IJle zegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/10/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Hypericum elodes
KW_T_423_14_0101L,14,Prunus mahaleb,Prunus mahaleb,Prunus,mahaleb,Flowering plants,Cyperaceae,Pilzegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/11/zoom/3/lat/-69.31832006949072/lng/-54.404296875,False,Prunus mahaleb
KW_T_423_14_0103L,14,Chlora serotina,Blackstonia perfoliata subsp. serotina,Blackstonia,perfoliata subsp. serotina,Flowering plants,Cyperaceae,Snavelzegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/12/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Blackstonia perfoliata subsp. serotina
KW_T_423_14_0105L,14,Zygodon viridissimus,Zygodon viridissimus,Zygodon,viridissimus,Flowering plants,Cyperaceae,Sterzegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/13/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Zygodon viridissimus
KW_T_423_14_0107L,14,Peziza onotica,Otidea spec.,Otidea,spec.,Flowering plants,Cyperaceae,Pluimzegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/14/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Otidea spec.
KW_T_423_14_0109L,14,Scrophularia vernalis,Scrophularia vernalis,Scrophularia,vernalis,Flowering plants,Cyperaceae,Elzenzegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/15/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Scrophularia vernalis
KW_T_423_14_0111L,14,Salix purpurea,Salix purpurea,Salix,purpurea,Flowering plants,Cyperaceae,Scherpe zegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/16/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Salix purpurea
KW_T_423_14_0113L,14,Splachnum ampullaceum,Splachnum ampullaceum,Splachnum,ampullaceum,Flowering plants,Cyperaceae,Zeegroene zegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/18/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Splachnum ampullaceum
KW_T_423_14_0115L,14,Lactarius controversus,Lactarius controversus,Lactarius,controversus,Flowering plants,Cyperaceae,Geelgroene zegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/19/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Lactarius controversus
KW_T_423_14_0117L,14,Agaricus brevipes / Sistotrema carneum,Melanoleuca brevipes s.l. / Abortiporus biennis,Melanoleuca / Abortiporus,brevipes s.l. / biennis,Flowering plants,Cyperaceae,Veelstengelige waterbies / Naaldwaterbies,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/20/zoom/3/lat/-66.5482634621744/lng/-29.091796875,True,Melanoleuca brevipes s.l. / Abortiporus biennis
KW_T_423_14_0119L,14,Amelanchier canadensis,Amelanchier lamarckii,Amelanchier,lamarckii,Flowering plants,Cyperaceae,Gewone waterbies,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/22/zoom/3/lat/-69.31832006949072/lng/-54.404296875,False,Amelanchier lamarckii
KW_T_423_14_0121L,14,Populus nigra,Populus nigra,Populus,nigra,Flowering plants,Linaceae,Dwergvlas,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/23/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus nigra
KW_T_423_14_0122L,14,Populus nigra,Populus nigra,Populus,nigra,Flowering plants,Juncaceae,Veldbies (G),https://galerij.kb.nl/kb.html#/nl/florabatava13/page/24/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus nigra
KW_T_423_14_0124L,14,Cystopteris fragilis,Cystopteris fragilis,Cystopteris,fragilis,Flowering plants,Juncaceae,Koprus,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/25/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Cystopteris fragilis
KW_T_423_14_0126L,14,Agaricus lenticularis,Limacella guttata,Limacella,guttata,Flowering plants,Juncaceae,Biezenknoppen,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/26/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Limacella guttata
KW_T_423_14_0128L,14,Rosa coronata,Rosa x cantiana,Rosa,x cantiana,Flowering plants,Juncaceae,Greppelrus,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/27/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Rosa x cantiana
KW_T_423_14_0130L,14,Vaccinium macrocarpum,Vaccinium macrocarpon,Vaccinium,macrocarpon,Flowering plants,Juncaceae,Zeegroene rus,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/28/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Vaccinium macrocarpon
KW_T_423_14_0132L,14,Echinosperum lappula,Lappula squarrosa,Lappula,squarrosa,Flowering plants,Fabaceae,Moerasrolklaver,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/29/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Lappula squarrosa
KW_T_423_14_0134L,14,Arum maculatum,Arum maculatum,Arum,maculatum,Flowering plants,Fabaceae,Sikkelklaver,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/30/zoom/3/lat/-69.31832006949072/lng/-54.404296875,False,Arum maculatum
KW_T_423_14_0136L,14,Peziza acetabulum / Peziza alutacea,Helvella acetabulum / Otidea alutacea,Helvella / Otidea,acetabulum / alutacea,Flowering plants,Poaceae / Euphorbiaceae,Glanshaver / Tuinbingelkruid,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/31/zoom/3/lat/-66.5482634621744/lng/-29.091796875,True,Helvella acetabulum / Otidea alutacea
KW_T_423_14_0138L,14,Genista tinctoria,Genista tinctoria,Genista,tinctoria,Flowering plants,Poaceae,Tandjesgras,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/33/zoom/3/lat/-69.31832006949072/lng/-54.404296875,False,Genista tinctoria
KW_T_423_14_0140L,14,Chenopodium ficifolium,Chenopodium ficifolium,Chenopodium,ficifolium,Mosses,Pottiaceae,Knikkersterretje,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/34/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Chenopodium ficifolium
KW_T_423_14_0142L,14,Populus tremula,Populus tremula,Populus,tremula,Mosses,Pottiaceae,Riviersterretje,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/34/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus tremula
KW_T_423_14_0143L,14,Populus tremula,Populus tremula,Populus,tremula,Flowering plants,Orobanchaceae,Walstrobremraap,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/35/zoom/3/lat/-69.31832006949072/lng/-54.404296875,False,Populus tremula
KW_T_423_14_0145L,14,Polyporus lucidus / Polyporus marginatus,Ganoderma lucidum / Fomitopsis pinicola,Ganoderma / Fomitopsis,lucidum / pinicola,Flowering plants,Rosaceae / Caprifoliaceae,Moerasspirea / Geoorde veldsla,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/36/zoom/3/lat/-66.5482634621744/lng/-29.091796875,True,Ganoderma lucidum / Fomitopsis pinicola
KW_T_423_14_0147L,14,Salix viminalis,Salix viminalis,Salix,viminalis,Mosses,Pylaisiaceae,Gewoon puntmos,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/38/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Salix viminalis
KW_T_423_14_0149L,14,Populus monilifera- Canada'sche Populier,Populus x canadensis,Populus,x canadensis,Flowering plants,Lamiaceae,Dauwnetel,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/39/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus x canadensis
KW_T_423_14_0150L,14,Populus monilifera- Canada'sche Populier,Populus x canadensis,Populus,x canadensis,Flowering plants,Ranunculaceae,Middelste waterranonkel,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/40/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus x canadensis
KW_T_423_14_0152L,14,Juncus filiformis,Juncus filiformis,Juncus,filiformis,Flowering plants,Asteraceae,Wilde averuit/Duinaveruit,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/41/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Juncus filiformis
KW_T_423_14_0154L,14,Clavaria coralloides,Clavulina coralloides,Clavulina,coralloides,Flowering plants,Poaceae,Zachte haver,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/42/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Clavulina coralloides
KW_T_423_14_0156L,14,Iberis amara,Iberis amara,Iberis,amara,Flowering plants,Ranunculaceae,Kleine waterranonkel,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/43/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Iberis amara
KW_T_423_14_0158L,14,Populus canescens,Populus x canescens,Populus,x canescens,Flowering plants,Orobanchaceae,Bitterkruidbremraap,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/44/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus x canescens
KW_T_423_14_0159L,14,Populus canescens,Populus x canescens,Populus,x canescens,Flowering plants,Ranunculaceae,Vlottende waterranonkel,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/45/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus x canescens
KW_T_423_14_0161L,14,Encalypta streptocarpa,Encalypta streptocarpa,Encalypta,streptocarpa,Flowering plants,Plantaginaceae,Gewoon Sterrenkroos,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/46/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Encalypta streptocarpa
KW_T_423_14_0163L,14,Agaricus saponaceus,Tricholoma saponaceum,Tricholoma,saponaceum,Flowering plants,Ranunculaceae,Stijve waterranonkel,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/47/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Tricholoma saponaceum
KW_T_423_15_0009L,15,Crepis agrestis,Crepis capillaris,Crepis,capillaris,Mosses,Pottiaceae,#N/A,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/49/zoom/3/lat/-66.96447630005638/lng/-22.5,False,Crepis capillaris
KW_T_423_15_0011L,15,Mentha rotundifolia,Mentha x rotundifolia nm. alopecuroides,Mentha,x rotundifolia nm alopecuroides,Flowering plants,Araceae,Italiaanse aronskelk,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/50/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Mentha x rotundifolia nm. alopecuroides
KW_T_423_15_0013L,15,Asparagus officinalis var. maritima,Asparagus officinalis subsp. prostratus,Asparagus,officinalis subsp. prostratus,Flowering plants,Ranunculaceae,Witte waterranonkel,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/51/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Asparagus officinalis subsp. prostratus
KW_T_423_15_0015L,15,Epipactis latifolia,Epipactis helleborine subsp. helleborine,Epipactis,helleborine subsp. helleborine,Flowering plants,Boraginaceae,Glad parelzaad,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/52/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Epipactis helleborine subsp. helleborine
KW_T_423_15_0017L,15,Geaster triplex,Geastrum triplex,Geastrum,triplex,Flowering plants,Poaceae,Zwenkdravik,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/54/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Geastrum triplex
KW_T_423_15_0020L,15,Corydalis lutea,Pseudofumaria lutea,Pseudofumaria,lutea,Flowering plants,Rosaceae,Kleine pimpernel,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/55/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Pseudofumaria lutea
KW_T_423_15_0022L,15,Diervilla canadensis,Diervilla lonicera,Diervilla,lonicera,Flowering plants,Juncaceae,Zilte rus,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/56/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Diervilla lonicera
KW_T_423_15_0024L,15,Carex trinervis,Carex trinervis,Carex,trinervis,Flowering plants,Cyperaceae,Ruwe bies,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/57/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Carex trinervis
KW_T_423_15_0026L,15,Polytrichum juniperinum,Polytrichum juniperinum,Polytrichum,juniperinum,Flowering plants,Juncaceae,Knolrus,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/58/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Polytrichum juniperinum
KW_T_423_15_0028L,15,Agaricus vaccinus,Tricholoma vaccinum,Tricholoma,vaccinum,Mosses,Orthotrichaceae,Grijze haarmuts,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/59/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Tricholoma vaccinum
KW_T_423_15_0030L,15,Rosa rubiginosa-spinosissima,Rosa x cantiana,Rosa,x cantiana,Mosses,Orthotrichaceae,#N/A,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/60/zoom/3/lat/-67.16995497083366/lng/-42.01171875,False,Rosa x cantiana
KW_T_423_15_0032L,15,Galinsoga parviflora,Galinsoga parviflora,Galinsoga,parviflora,Flowering plants,Asteraceae,Stengelomvattend havikskruid,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/61/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Galinsoga parviflora
KW_T_423_15_0034L,15,Lolium multiflorum,Lolium multiflorum,Lolium,multiflorum,Mosses,Ditrichaceae,Purpersteeltje,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/62/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Lolium multiflorum
KW_T_423_15_0036L,15,Agaricus equestris,Tricholoma equestre,Tricholoma,equestre,Mosses,Leucodontaceae,#N/A,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/63/zoom/3/lat/-67.16995497083366/lng/-42.01171875,False,Tricholoma equestre
KW_T_423_15_0038L,15,Cyathus striatus / Peziza aurantia,Cyathus striatus / Aleuria aurantia,Cyathus / Aleuria,striatus / aurantia,Flowering plants,Brassicaceae / Cyperaceae,Stijf barbarakruid / Scherpe zegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/64/zoom/3/lat/-66.5482634621744/lng/-29.091796875,True,Cyathus striatus / Aleuria aurantia
KW_T_423_15_0040L,15,Gentiana cruciata,Gentiana cruciata,Gentiana,cruciata,Flowering plants,Juncaceae,Veldrus,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/66/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Gentiana cruciata
KW_T_423_15_0042L,15,Populus alba,Populus alba,Populus,alba,Flowering plants,Asteraceae,Donzige klit,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/67/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus alba
KW_T_423_15_0043L,15,Populus alba,Populus alba,Populus,alba,Flowering plants,Brassicaceae,Akkerkers,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/68/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus alba
KW_T_423_15_0045L,15,Orthotrichum pulchellum,Orthotrichum pulchellum,Orthotrichum,pulchellum,Flowering plants,Potamogetonaceae,Tenger fonteinkruid,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/70/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Orthotrichum pulchellum
KW_T_423_15_0047L,15,Boletus rufus. Boletus Versipellis,Leccinum albostipitatum,Leccinum,albostipitatum,Flowering plants,Violaceae,Ruig viooltje,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/72/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Leccinum albostipitatum
KW_T_423_15_0049L,15,Chrysosplenium alternifolium,Chrysosplenium alternifolium,Chrysosplenium,alternifolium,Flowering plants,Poaceae,Smal / Duinfakkelgras,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/73/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Chrysosplenium alternifolium
KW_T_423_15_0051L,15,Populus canescens,Populus canescens-tremula,Populus,canescens-tremula,Flowering plants,Poaceae,Buntgras,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/74/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus canescens-tremula
KW_T_423_15_0052L,15,Populus canescens,Populus canescens-tremula,Populus,canescens-tremula,Mosses,Calliergonaceae,Reuzenpuntmos,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/75/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Populus canescens-tremula
KW_T_423_15_0054L,15,Geaster striatus / Geaster striatus,"Geastrum elegans (a-c, h) / Geastrum schmidelii (e, g)",Geastrum,elegans / schmidelii,Flowering plants,Asteraceae / Geraniaceae,Stijf havikskruid / Bermooievaarsbek,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/76/zoom/3/lat/-66.5482634621744/lng/-29.091796875,True,"Geastrum elegans (a-c, h) / Geastrum schmidelii (e, g)"
KW_T_423_15_0056L,15,Geaster cesatii,Geastrum minimum,Geastrum,minimum,Flowering plants,Cyperaceae,Borstelbies,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/78/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Geastrum minimum
KW_T_423_15_0058L,15,Iberis umbellata,Iberis umbellata,Iberis,umbellata,Flowering plants,Primulaceae,Teer guichelheil,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/79/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Iberis umbellata
KW_T_423_15_0060L,15,Senecio jacobaea var. discoideus,Jacobaea vulgaris subsp. dunensis,Jacobaea,vulgaris subsp. dunensis,Mosses,Rhabdoweisiaceae,Gewoon sikkelsterretje,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/80/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Jacobaea vulgaris subsp. dunensis
KW_T_423_15_0062L,15,Galeopsis bifida,Galeopsis bifida,Galeopsis,bifida,Mosses,Brachytheciaceae,Fijn laddermos,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/81/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Galeopsis bifida
KW_T_423_15_0064L,15,Dicranum heteromallum,Dicranella heteromalla,Dicranella,heteromalla,Flowering plants,Apocynaceae,Zijdeplant,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/83/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Dicranella heteromalla
KW_T_423_15_0066L,15,Agaricus mucidus,Oudemansiella mucida,Oudemansiella,mucida,Flowering plants,Apocynaceae,Zijdeplant,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/83/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Oudemansiella mucida
KW_T_423_15_0068L,15,Saxifraga granulata,Saxifraga granulata 'Plena',Saxifraga,granulata 'Plena',Flowering plants,Poaceae,Duinriet,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/84/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Saxifraga granulata 'Plena'
KW_T_423_15_0070L,15,Lysimachia nemorum,Lysimachia nemorum,Lysimachia,nemorum,Flowering plants,Poaceae,Hennegras,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/85/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Lysimachia nemorum
KW_T_423_15_0072L,15,Carex pallescens,Carex pallescens,Carex,pallescens,Fungi,Geastraceae,Peperbus,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/86/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Carex pallescens
KW_T_423_15_0074L,15,Barbula unguiculata,Barbula unguiculata,Barbula,unguiculata,Fungi,Suillaceae,Bruine ringboleet,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/87/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Barbula unguiculata
KW_T_423_15_0076L,15,Helvella crispa,Helvella crispa,Helvella,crispa,Flowering plants,Onagraceae,Teunisbloem spec.,https://galerij.kb.nl/kb.html#/nl/florabatava10/page/67/zoom/3/lat/-68.8159271333607/lng/-45.615234375,False,Helvella crispa
KW_T_423_15_0078L,15,Sanguisorba officinalis,Sanguisorba officinalis,Sanguisorba,officinalis,Mosses,Brachytheciaceae,Geplooid snavelmos,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/90/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Sanguisorba officinalis
KW_T_423_15_0080L,15,Aster parviflorus,Symphyotrichum lanceolatum,Symphyotrichum,lanceolatum,Fungi,Phyllotopsidaceae,Koningsmantel,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/91/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Symphyotrichum lanceolatum
KW_T_423_15_0082L,15,Euphorbia stricta,Euphorbia stricta,Euphorbia,stricta,Fungi,Boletaceae,Roodnetboleet,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/92/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Euphorbia stricta
KW_T_423_15_0084L,15,Festuca rubra var. arenaria,Festuca arenaria,Festuca,arenaria,Flowering plants,Ranunculaceae,Blauwe anemoon,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/9/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Festuca arenaria
KW_T_423_15_0086L,15,Agaricus nebula,Clitocybe nebularis,Clitocybe,nebularis,Flowering plants,Montiaceae,Bronkruid spec.,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/10/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Clitocybe nebularis
KW_T_423_15_0088L,15,Aster brumalis,Symphyotrichum novi-belgii,Symphyotrichum,novi-belgii,Mosses,Neckeraceae,Spatelmos,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/11/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Symphyotrichum novi-belgii
