plant_id,volume,species_raw,species_current,genus,epithet,group,family,dutch_name,kb_link,multi_species,all_species
KW_T_423_23_0141L,23,Myxacium collinitum,Cortinarius collinitus,Cortinarius,collinitus,Flowering plants,Amaranthaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/24/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Cortinarius collinitus
KW_T_423_23_0143L,23,Polypogon monspeliensis,Polypogon monspeliensis,Polypogon,monspeliensis,Flowering plants,Amaranthaceae,Witte amarant,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/25/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Polypogon monspeliensis
KW_T_423_23_0145L,23,Rubus macrophyllus,Rubus macrophyllus,Rubus,macrophyllus,Flowering plants,Poaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/26/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Rubus macrophyllus
KW_T_423_23_0147R,23,Rubus candicans (R. thyrsoideus)- Witviltige Braam,Rubus goniophorus,Rubus,goniophorus,Flowering plants,Amaranthaceae,Welriekende ganzenvoet,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/27/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Rubus goniophorus
KW_T_423_23_0151L,23,Rubus ulmifolius x R. caesius,Rubus x umbelliformis,Rubus,x umbelliformis,Flowering plants,Ranunculaceae,Kleine ruit,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/28/zoom/3/lat/-67.33986082559095/lng/-55.458984375,False,Rubus x umbelliformis
KW_T_423_23_0153L,23,Hydnum compactum,Hydnellum caeruleum,Hydnellum,caeruleum,Flowering plants,Rosaceae,Geplooide stokbraam (Gewone braam),https://galerij.kb.nl/kb.html#/nl/florabatava23/page/29/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Hydnellum caeruleum
KW_T_423_23_0155R,23,Melilotus ruthenicus,Melilotus wolgicus,Melilotus,wolgicus,Flowering plants,Rosaceae,Rode grondbraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/30/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Melilotus wolgicus
KW_T_423_23_0157L,23,Rubus affinis,Rubus affinis,Rubus,affinis,Flowering plants,Rosaceae,Vroege roggebraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/31/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Rubus affinis
KW_T_423_23_0160L,23,Rubus gratus,Rubus gratus,Rubus,gratus,Flowering plants,Rosaceae,Slanghumusbraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/34/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Rubus gratus
KW_T_423_23_0162L,23,Peziza badia,Peziza spec.,Peziza,spec.,Flowering plants,Rosaceae,Zoete haarbraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/35/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Peziza spec.
KW_T_423_23_0164R,23,Inocybe caesariata,Inocybe spec.,Inocybe,spec.,Flowering plants,Asteraceae,Borstelstreepzaad,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/37/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Inocybe spec.
KW_T_423_24_0009L,24,Silene cretica,Silene spec.,Silene,spec.,Flowering plants,Caryophyllaceae,Gipskruid,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/38/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Silene spec.
KW_T_423_24_0011L,24,Phalaris angusta,Phalaris angusta,Phalaris,angusta,Fungi,Morchellaceae,Kapjesmorielje,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/39/zoom/3/lat/-63.97596090918336/lng/-32.255859375,False,Phalaris angusta
KW_T_423_24_0014L,24,Alopecurus geniculatus glomeratus,Alopecurus geniculatus (afwijkende vorm),Alopecurus,geniculatus (afwijkende vorm),Flowering plants,Boraginaceae,Langbladig longkruid,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/40/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Alopecurus geniculatus (afwijkende vorm)
KW_T_423_24_0016L,24,Beckmannia erucaeformis,Moorochloa eruciformis,Moorochloa,eruciformis,Flowering plants,Salicaceae,Berijpte wilg,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/41/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Moorochloa eruciformis
KW_T_423_24_0018L,24,Inocybe frumentacea,Inocybe adequata,Inocybe,adequata,Flowering plants,Salicaceae,Kaspische zandwilg,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/43/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Inocybe adequata
KW_T_423_24_0020L,24,Rubus hystrix,Rubus rubrumcadaver,Rubus,rubrumcadaver,Flowering plants,Fabaceae,Akkerklaver,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/44/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Rubus rubrumcadaver
KW_T_423_24_0022L,24,Potentilla norvegica,Potentilla norvegica,Potentilla,norvegica,Fungi,Gomphidiaceae,Slijmige spijkerzwam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/45/zoom/3/lat/-50.12057809796008/lng/-5.888671875,False,Potentilla norvegica
KW_T_423_24_0024L,24,Centaurea melitensis,Centaurea melitensis,Centaurea,melitensis,Fungi,Taphrinaceae,[nog geen NL naam],https://galerij.kb.nl/kb.html#/nl/florabatava23/page/46/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Centaurea melitensis
KW_T_423_24_0026L,24,Hypholoma sublateritium,Hypholoma lateritium,Hypholoma,lateritium,Flowering plants,Campanulaceae,Klein spiegelklokje,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/47/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Hypholoma lateritium
KW_T_423_24_0028L,24,Hypholoma sublateritium f. decurrens,Hypholoma spec.,Hypholoma,spec.,Flowering plants,Cornaceae,Zweedse kornoelje,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/48/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Hypholoma spec.
KW_T_423_24_0030L,24,Orobanche hederae,Orobanche hederae,Orobanche,hederae,Fungi,Amanitaceae,Narcisamaniet,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/49/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Orobanche hederae
KW_T_423_24_0032L,24,Malcolmia maritima,Malcolmia flexuosa,Malcolmia,flexuosa,Fungi,Hydnaceae,Hoorn-van-overvloed,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/50/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Malcolmia flexuosa
KW_T_423_24_0034L,24,Potentilla supina,Potentilla supina,Potentilla,supina,Fungi,Taphrinaceae,Peppelvlag,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/51/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Potentilla supina
KW_T_423_24_0036L,24,Lactarius helvus,Lactarius helvus,Lactarius,helvus,Flowering plants,Plantaginaceae,Zandweegbree,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/52/zoom/3/lat/-66.96447630005638/lng/-28.212890625,False,Lactarius helvus
KW_T_423_24_0038L,24,Rhizina inflata,Rhizina undulata,Rhizina,undulata,Fungi,Cortinariaceae,Bruinschubbige gordijnzwam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/54/zoom/3/lat/-61.22795717667785/lng/-41.923828125,False,Rhizina undulata
KW_T_423_24_0040L,24,Salix pentandra,Salix pentandra,Salix,pentandra,Fungi,Clitocybaceae,Witte bundelridderzwam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/55/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Salix pentandra
KW_T_423_24_0041R,24,Salix pentandra,Salix pentandra,Salix,pentandra,Flowering plants,Polygonaceae,Wilgzuring,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/57/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Salix pentandra
KW_T_423_24_0043L,24,Ophrys apifera,Ophrys apifera,Ophrys,apifera,Flowering plants,Fabaceae,Sikkelklaver,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/58/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Ophrys apifera
KW_T_423_24_0045L,24,Erodium ciconium,Erodium ciconium,Erodium,ciconium,Fungi,Cantharellulaceae,Grijze vorkplaat,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/59/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Erodium ciconium
KW_T_423_24_0047L,24,Nyctalis parasitica,Asterophora parasitica,Asterophora,parasitica,Fungi,Suillaceae,Holsteelboleet,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/60/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Asterophora parasitica
KW_T_423_24_0048R,24,Nasturtium officinale f. microphyllum,Nasturtium microphyllum,Nasturtium,microphyllum,Flowering plants,Poaceae,Rosse vossenstaart,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/63/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Nasturtium microphyllum
KW_T_423_24_0051L,24,Nasturtium officinale f. microphyllum,Nasturtium microphyllum,Nasturtium,microphyllum,Fungi,Hymenochaetaceae,Elzenweerschijnzwam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/64/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Nasturtium microphyllum
KW_T_423_24_0053L,24,Mycena arcangeliana,Mycena arcangeliana,Mycena,arcangeliana,Fungi,Clitocybaceae,Paarse schijnridderzwam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/65/zoom/3/lat/-61.22795717667785/lng/-41.923828125,False,Mycena arcangeliana
KW_T_423_24_0055L,24,Polyporus hispidus,Inonotus hispidus,Inonotus,hispidus,Flowering plants,Fabaceae,Gele wikke,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/66/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Inonotus hispidus
KW_T_423_24_0055R,24,Polyporus hispidus,Inonotus hispidus,Inonotus,hispidus,Flowering plants,Fabaceae,Bonte wikke,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/67/zoom/3/lat/-61.22795717667785/lng/-41.923828125,False,Inonotus hispidus
KW_T_423_24_0058L,24,Rubus koehleri,Rubus neanias,Rubus,neanias,Flowering plants,Fabaceae,Ruige lathyrus,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/68/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Rubus neanias
KW_T_423_24_0060L,24,Rubus koehleri,Rubus speculans,Rubus,speculans,Fungi,Hydnaceae,Trechtercantharel,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/69/zoom/3/lat/-61.22795717667785/lng/-41.923828125,False,Rubus speculans
KW_T_423_24_0062L,24,Avena pratensis var. glaucescens,Helictochloa pratensis,Helictochloa,pratensis,Fungi,Bankeraceae,Geschubde stekelzwam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/70/zoom/3/lat/-61.22795717667785/lng/-41.923828125,False,Helictochloa pratensis
KW_T_423_24_0064L,24,Trametes rubescens,Daedaleopsis confragosa,Daedaleopsis,confragosa,Flowering plants,Amaranthaceae,Zeegroene ganzenvoet,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/71/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Daedaleopsis confragosa
KW_T_423_24_0066L,24,Clitocybe rivulosa,Clitocybe houghtonii,Clitocybe,houghtonii,Flowering plants,Rosaceae,Pluimkambraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/72/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Clitocybe houghtonii
KW_T_423_24_0068L,24,Rubus rosaceus,Rubus glandithyrsos,Rubus,glandithyrsos,Flowering plants,Rosaceae,Knieviltbraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/74/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Rubus glandithyrsos
KW_T_423_24_0071L,24,Bromus squarrosus c. villosus,Bromus squarrosus,Bromus,squarrosus,Fungi,Cortinariaceae,Blauwgegordelde gordijnzwam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/76/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Bromus squarrosus
KW_T_423_24_0073L,24,Medicago ciliaris,Medicago cf. murex,Medicago,cf. murex,Flowering plants,Poaceae,Baardgras,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/77/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Medicago cf. murex
KW_T_423_24_0075L,24,Sclerotinia tuberosa,Dumontinia tuberosa,Dumontinia,tuberosa,Flowering plants,Rosaceae,Bolle haarbraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/78/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Dumontinia tuberosa
KW_T_423_24_0077L,24,Collybia platyphylla,Megacollybia platyphylla,Megacollybia,platyphylla,Flowering plants,Rosaceae,Smalle viltbraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/80/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Megacollybia platyphylla
KW_T_423_24_0079L,24,Rubus fissus,Rubus scissus,Rubus,scissus,Fungi,Bankeraceae,Blauwgestreepte stekelzwam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/82/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Rubus scissus
KW_T_423_24_0081L,24,Rubus rudis,Rubus rudis,Rubus,rudis,Flowering plants,Fabaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/83/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Rubus rudis
KW_T_423_24_0084L,24,Phlebia aurantiaca,Phlebia radiata,Phlebia,radiata,Flowering plants,Rosaceae,Gedraaide koepelbraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/85/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Phlebia radiata
KW_T_423_24_0086L,24,Hymenochaete rubiginosa,Hymenochaete rubiginosa,Hymenochaete,rubiginosa,Flowering plants,Rosaceae,Zoete haarbraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/87/zoom/3/lat/-75.86664560539865/lng/-97.822265625,False,Hymenochaete rubiginosa
KW_T_423_24_0088L,24,Lentinus cochleatus,Lentinellus cochleatus,Lentinellus,cochleatus,Fungi,Pezizaceae,Bekerzwam spec.,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/88/zoom/3/lat/-69.56522590149099/lng/-10.107421874999998,False,Lentinellus cochleatus
KW_T_423_24_0091L,24,Thlaspi praecox,Noccaea praecox,Noccaea,praecox,Fungi,Inocybaceae,Vezelkop spec.,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/89/zoom/3/lat/-70.81581215931347/lng/-73.212890625,False,Noccaea praecox
KW_T_423_24_0093L,24,Crucianella angustifolia,Crucianella angustifolia,Crucianella,angustifolia,Flowering plants,Caryophyllaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/7/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Crucianella angustifolia
KW_T_423_24_0095L,24,Hypholoma lacrymabundum,Lacrymaria pyrotricha,Lacrymaria,pyrotricha,Flowering plants,Poaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/8/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Lacrymaria pyrotricha
KW_T_423_24_0097L,24,Tremellodon gelatinosum,Pseudohydnum gelatinosum,Pseudohydnum,gelatinosum,Flowering plants,Poaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/11/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Pseudohydnum gelatinosum
KW_T_423_24_0099L,24,Polyporus amorphus,Skeletocutis amorpha,Skeletocutis,amorpha,Fungi,Inocybaceae,Wijnrode vezelkop,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/12/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Skeletocutis amorpha
KW_T_423_24_0101L,24,Rubus caesius var. dunensis,Rubus caesius,Rubus,caesius,Flowering plants,Rosaceae,Vuurkambraam,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/13/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Rubus caesius
KW_T_423_24_0103L,24,Phleum subulatum,Phleum subulatum,Phleum,subulatum,Flowering plants,Rosaceae,Noorse ganzerik,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/14/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Phleum subulatum
KW_T_423_24_0105L,24,Melilotus infestus,Melilotus infestus,Melilotus,infestus,Flowering plants,Asteraceae,,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/15/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Melilotus infestus
KW_T_423_24_0107L,24,Merulius tremellosus,Phlebia tremellosa,Phlebia,tremellosa,Fungi,Strophariaceae,Rode zwavelkop,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/16/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Phlebia tremellosa
KW_T_423_24_0109L,24,Hydnum velutinum,Hydnellum spec.,Hydnellum,spec.,Fungi,Strophariaceae,Zwavelkop spec.,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/17/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Hydnellum spec.
KW_T_423_24_0111L,24,Rubus divergens,Rubus schipperi,Rubus,schipperi,Flowering plants,Orobanchaceae,Klimopbremraap,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/18/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Rubus schipperi
KW_T_423_24_0113L,24,Bupleurum gerardi,Bupleurum gerardii,Bupleurum,gerardii,Flowering plants,Brassicaceae,Zeeviolier,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/19/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Bupleurum gerardii
KW_T_423_24_0115L,24,Russula pectinata,Russula amoenolens,Russula,amoenolens,Flowering plants,Rosaceae,Liggende ganzerik,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/20/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Russula amoenolens
KW_T_423_24_0117L,24,Daedalea unicolor,Cerrena unicolor,Cerrena,unicolor,Fungi,Russulaceae,Viltige maggizwam,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/21/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Cerrena unicolor
KW_T_423_24_0119L,24,Polyporus rufescens,Abortiporus biennis,Abortiporus,biennis,Fungi,Rhizinaceae,Oliebolzwam,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/22/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Abortiporus biennis
KW_T_423_24_0121L,24,Rubus argentatus,Rubus ser. Clivicola,Rubus,ser. Clivicola,Flowering plants,Salicaceae,Laurierwilg,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/23/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Rubus ser. Clivicola
